N,D,jitter_std,rep,vpp_clean_uV,vpp_noisy_uV,snr,peak_neg_uV,crossings,detected
10,25,0,0,126.38400824295867,138.8598534964794,12.638400824295868,-70.84207468133484,8,True
10,25,0,1,85.72610071325471,87.10108556591226,8.572610071325471,-41.71912908305744,6,True
10,25,0,2,61.260536672742774,73.0453170855829,6.126053667274277,-28.983644440205513,3,True
10,25,3,0,90.4981593202847,97.21530373362256,9.04981593202847,-46.47636956866044,8,True
10,25,3,1,98.60384423331547,101.40508205819202,9.860384423331547,-57.0197874866068,6,True
10,25,3,2,96.08646810537745,104.8370917016239,9.608646810537746,-60.716406029222334,6,True
10,25,5,0,93.06841034868118,98.76818565630693,9.306841034868118,-51.31519855297899,15,True
10,25,5,1,60.24946350414349,64.9141099387715,6.024946350414349,-31.27285744285631,9,True
10,25,5,2,84.09007606883537,93.9807203428836,8.409007606883538,-46.81856862151267,3,True
10,25,10,0,79.92995748005384,94.4503370323932,7.992995748005384,-43.42386572507291,8,True
10,25,10,1,81.56234217075475,96.36503279060271,8.156234217075475,-44.015016415581115,15,True
10,25,10,2,93.45098098094002,101.53090016555731,9.345098098094002,-56.42865465198458,7,True
10,25,20,0,79.37106606783462,92.88216570461478,7.937106606783462,-48.50017126919671,19,True
10,25,20,1,82.24392689393704,93.37787355067567,8.224392689393705,-46.01564791796887,10,True
10,25,20,2,65.46046644059538,74.84294803826357,6.546046644059539,-39.6148370865389,10,True
10,25,30,0,76.43349113737223,85.5570386837349,7.643349113737223,-48.159417515740955,14,True
10,25,30,1,66.72864778644811,76.21802959686043,6.6728647786448105,-38.378464698496714,18,True
10,25,30,2,88.28326935402649,100.72279725332353,8.828326935402648,-52.198619551009145,13,True
10,25,50,0,94.4258066409433,103.55447851474898,9.442580664094331,-59.173092847878294,11,True
10,25,50,1,52.578174379956494,65.13328325494793,5.25781743799565,-27.70908280341777,16,True
10,25,50,2,60.90699718043139,70.41137910107821,6.090699718043139,-32.91457239039039,11,True
10,50,0,0,28.774213813857642,45.10684320906579,2.8774213813857643,-13.916392881794954,2,True
10,50,0,1,37.652452988391474,49.04428497465105,3.7652452988391474,-22.068327635752446,3,True
10,50,0,2,23.411746145336487,46.04428118965521,2.3411746145336485,-13.155608541792255,1,True
10,50,3,0,55.32996265002693,61.649981389061395,5.5329962650026925,-30.08438979779187,6,True
10,50,3,1,58.68365621317774,77.1904512765708,5.868365621317774,-33.25033202287192,4,True
10,50,3,2,40.60986437867995,54.789674265318865,4.060986437867995,-23.846043451891166,3,True
10,50,5,0,24.01396184211088,46.840744657534515,2.4013961842110882,-13.898814316773054,3,True
10,50,5,1,30.21759758300667,42.01583956148922,3.021759758300667,-16.911679347092402,1,True
10,50,5,2,31.076216706933074,47.75731459989889,3.1076216706933075,-18.36382775317251,5,True
10,50,10,0,25.94001803607964,35.71559965623561,2.5940018036079637,-15.597577628033257,0,False
10,50,10,1,31.16532716475743,45.91909907576481,3.116532716475743,-19.953342482292086,2,True
10,50,10,2,19.292554007144336,43.290041476674176,1.9292554007144336,-12.09361941604292,1,True
10,50,20,0,21.95672911805117,43.99353350930823,2.1956729118051173,-12.325555246651,2,True
10,50,20,1,16.059037960276903,31.150646685886592,1.6059037960276903,-10.296772012051106,0,False
10,50,20,2,24.232436077576338,39.096236633783505,2.423243607757634,-12.784672191946164,0,False
10,50,30,0,23.86820140419131,43.54544431465689,2.386820140419131,-13.448843954448119,4,True
10,50,30,1,25.194671436668305,38.25453896283899,2.5194671436668306,-13.121910151560746,0,False
10,50,30,2,36.36214266036884,55.542891841436315,3.636214266036884,-19.20488162340004,3,True
10,50,50,0,16.92969989330596,38.302266625788434,1.6929699893305958,-10.634796163871112,0,False
10,50,50,1,29.97298530008981,42.34148674600911,2.997298530008981,-15.510069106932429,2,True
10,50,50,2,21.98956782128149,37.6565374180027,2.198956782128149,-10.635184410401544,0,False
10,75,0,0,20.96464108509894,36.74689259786027,2.096464108509894,-11.227117006090264,0,False
10,75,0,1,21.400378061830523,37.554415629116875,2.1400378061830523,-10.124442057803998,0,False
10,75,0,2,10.419357539325215,36.24197367048019,1.0419357539325216,-5.545606098057425,0,False
10,75,3,0,13.456335084854882,36.989995327314396,1.3456335084854882,-7.838982661615785,1,True
10,75,3,1,15.989314851110432,35.866326178788725,1.5989314851110432,-9.675941078027412,0,False
10,75,3,2,10.49197769262453,33.25838587768254,1.049197769262453,-6.474316352300523,0,False
10,75,5,0,21.632854519448028,43.81845377517598,2.1632854519448026,-13.21284122720182,1,True
10,75,5,1,25.97492029661992,37.35896988140898,2.597492029661992,-15.902404027953423,1,True
10,75,5,2,11.748329987459128,34.6882112073299,1.1748329987459127,-5.969608824992503,0,False
10,75,10,0,9.019703766727973,33.181794359231304,0.9019703766727973,-4.498135318776166,0,False
10,75,10,1,13.223327575787785,38.10784645267239,1.3223327575787784,-8.162989430564096,1,True
10,75,10,2,13.40975764349303,33.247543372904644,1.340975764349303,-8.457526086100769,0,False
10,75,20,0,9.45557434428794,37.11141768323869,0.945557434428794,-5.7211971020119,0,False
10,75,20,1,13.557144268040503,33.09805830687047,1.3557144268040502,-8.400754226185164,0,False
10,75,20,2,9.941941328551259,40.02029205405586,0.9941941328551259,-6.224204050666479,1,True
10,75,30,0,11.383560433619861,33.39055001416795,1.1383560433619861,-7.393015390677546,0,False
10,75,30,1,9.518822626696384,35.50232763371595,0.9518822626696384,-5.980934763538037,0,False
10,75,30,2,9.086777958309595,30.7817532708138,0.9086777958309595,-5.230876472730241,0,False
10,75,50,0,14.003617117613755,41.19418923710125,1.4003617117613756,-8.879280260547578,1,True
10,75,50,1,8.77723006960197,31.775461494701744,0.877723006960197,-4.928208200252639,0,False
10,75,50,2,14.910484069973581,31.982315134715254,1.4910484069973582,-9.080250150916896,0,False
10,100,0,0,10.083118240522142,29.965885649189836,1.0083118240522142,-5.962127613278783,0,False
10,100,0,1,4.817803752226454,36.90957573401576,0.4817803752226454,-2.2953978099450065,1,True
10,100,0,2,8.514707850548941,44.21978501980429,0.8514707850548942,-4.378013308267864,0,False
10,100,3,0,5.93359275767267,32.27581348866731,0.593359275767267,-3.2274515979301213,0,False
10,100,3,1,5.660276977900381,34.940930319148976,0.566027697790038,-3.6104943185836325,0,False
10,100,3,2,10.490065831319429,38.51578684119229,1.0490065831319428,-6.038314270214231,1,True
10,100,5,0,4.969500157224003,32.79624550949059,0.4969500157224003,-2.4627515553286354,0,False
10,100,5,1,5.329004256035381,31.865649256788522,0.5329004256035381,-3.3078067210347637,0,False
10,100,5,2,7.116336736837967,31.300201495407762,0.7116336736837967,-4.149603894663867,0,False
10,100,10,0,6.564384166565247,32.24837742415332,0.6564384166565247,-4.215528625041802,0,False
10,100,10,1,4.4293903097259,34.83479002182467,0.44293903097258996,-2.588807642009239,0,False
10,100,10,2,7.365505686545539,38.344156783937215,0.7365505686545539,-4.396025137929216,0,False
10,100,20,0,4.474459292034632,38.17526333122318,0.44744592920346327,-2.332185085679375,0,False
10,100,20,1,6.60894287609843,31.818923514650237,0.660894287609843,-3.6288502404686422,0,False
10,100,20,2,5.585756585584241,33.38859949017181,0.5585756585584241,-2.8023478583142087,0,False
10,100,30,0,7.815443738592451,35.92758768738622,0.7815443738592451,-4.408782344766114,0,False
10,100,30,1,4.405761232443074,37.10506674043469,0.4405761232443074,-2.733573703522531,0,False
10,100,30,2,5.54894107805667,28.548419872898844,0.554894107805667,-3.2396500665711994,0,False
10,100,50,0,5.2310438997714135,34.22586010745922,0.5231043899771414,-2.720979549712199,0,False
10,100,50,1,6.72623039434691,31.21308240248726,0.672623039434691,-4.0978181384436905,0,False
10,100,50,2,9.521417416279501,32.9253123306707,0.9521417416279501,-5.362539168319263,0,False
10,150,0,0,3.305244565973151,31.686389596676143,0.3305244565973151,-1.9000991710561668,0,False
10,150,0,1,2.7874037189995127,32.740437711062114,0.27874037189995127,-1.4084793223517835,0,False
10,150,0,2,2.516396781403189,34.263454043626574,0.2516396781403189,-1.2704679286870175,0,False
10,150,3,0,2.2675571735724107,33.60041152180792,0.22675571735724107,-1.218462551988513,0,False
10,150,3,1,3.4235736669216656,33.10430917284436,0.34235736669216654,-1.9076916320714452,0,False
10,150,3,2,3.272091409504588,33.44024810621338,0.32720914095045883,-1.9588027993902413,0,False
10,150,5,0,2.134524814839641,33.38593691547651,0.2134524814839641,-1.0892069827105386,0,False
10,150,5,1,2.323111617265467,35.05823093722741,0.2323111617265467,-1.2846604459765656,0,False
10,150,5,2,2.5696054392776517,36.061708793427044,0.2569605439277652,-1.5125596034837199,0,False
10,150,10,0,2.496776157346451,34.22538343899218,0.24967761573464511,-1.5481762952056755,0,False
10,150,10,1,2.607173661814254,35.299929565412434,0.2607173661814254,-1.5868165867407005,0,False
10,150,10,2,1.369375945891256,33.36185525032342,0.1369375945891256,-0.8617151692632932,0,False
10,150,20,0,2.2163750444667754,36.633927525100944,0.22163750444667754,-1.3782984143792154,0,False
10,150,20,1,2.950657068129229,32.12235654510512,0.2950657068129229,-1.8571978169992924,0,False
10,150,20,2,3.590846958583377,32.08488822459421,0.3590846958583377,-2.1114943954214294,0,False
10,150,30,0,2.607294617860812,37.10197119754926,0.2607294617860812,-1.5718477415817595,0,False
10,150,30,1,2.3004941825349325,29.96367480160167,0.23004941825349326,-1.4583351939429414,0,False
10,150,30,2,2.0297136708814305,32.73183445911233,0.20297136708814306,-1.2506828981663387,0,False
10,150,50,0,2.967058159978159,35.64371914800449,0.29670581599781587,-1.5365122443081023,0,False
10,150,50,1,1.6076839726444456,30.891717574322932,0.16076839726444456,-0.7881501091035799,0,False
10,150,50,2,2.2454309803140697,36.059938022528385,0.22454309803140698,-1.2431766402819615,0,False
10,200,0,0,0.9029433672982037,37.95792156295369,0.09029433672982037,-0.5606122381051448,0,False
10,200,0,1,3.5978172593981634,35.84543771923512,0.35978172593981633,-2.065396671502592,0,False
10,200,0,2,2.1206228139162278,32.36357483058734,0.21206228139162278,-1.1608795312860565,0,False
10,200,3,0,2.212174801534616,35.48495086631985,0.2212174801534616,-1.0916577443083257,0,False
10,200,3,1,1.0482468066303992,38.2839900649123,0.10482468066303992,-0.6759104625797306,0,False
10,200,3,2,0.9938996112942616,32.28535666633897,0.09938996112942616,-0.6073407561668108,0,False
10,200,5,0,0.8555089211391156,33.55725261475647,0.08555089211391156,-0.4417206698532262,0,False
10,200,5,1,1.2073573313960346,35.14216645002523,0.12073573313960347,-0.681550433862762,0,False
10,200,5,2,1.157176583134507,32.785494715446745,0.11571765831345071,-0.6223930980235289,0,False
10,200,10,0,0.9188108781092313,31.395758786544583,0.09188108781092313,-0.46905738058343327,0,False
10,200,10,1,1.3884512960774096,32.25171065490788,0.13884512960774095,-0.7194314017329337,0,False
10,200,10,2,0.8818919313980365,34.55950952745954,0.08818919313980364,-0.4586064264994142,0,False
10,200,20,0,1.2422094053861215,38.55899020089039,0.12422094053861214,-0.7866256608423534,1,True
10,200,20,1,1.1704263794714724,32.70884532810279,0.11704263794714724,-0.7064877641220937,0,False
10,200,20,2,1.1248784512247474,29.678236479161505,0.11248784512247474,-0.5695362758526881,0,False
10,200,30,0,1.4713031811915007,33.33545041594951,0.14713031811915006,-0.8602519832578301,0,False
10,200,30,1,1.2928047566539291,30.067615566539175,0.1292804756653929,-0.7294458307956041,0,False
10,200,30,2,1.1623527472544966,33.028735422955876,0.11623527472544966,-0.726282421794088,0,False
10,200,50,0,1.547051157973856,35.79740042689812,0.1547051157973856,-0.9270695025279587,0,False
10,200,50,1,1.7475253613260326,35.74034505173987,0.17475253613260328,-1.0946827199657592,0,False
10,200,50,2,1.181551324183788,33.328289319966466,0.1181551324183788,-0.6531276496169036,0,False
25,25,0,0,222.12571535202125,231.6411349090423,22.212571535202123,-101.20499349461102,5,True
25,25,0,1,120.12455392494552,132.10727196510044,12.012455392494552,-55.849437798928676,6,True
25,25,0,2,148.52109272057518,170.193135921349,14.852109272057518,-69.83444767657801,7,True
25,25,3,0,156.28816613497605,167.57024745611926,15.628816613497605,-74.44140367098558,8,True
25,25,3,1,167.65214593429954,176.58347983485322,16.765214593429953,-95.90248115616649,8,True
25,25,3,2,120.88410850433499,126.19563396473767,12.0884108504335,-54.983930324484355,6,True
25,25,5,0,89.98046832728201,96.38524686954045,8.998046832728201,-49.80954563501926,14,True
25,25,5,1,143.51020827948346,158.71420181285526,14.351020827948346,-77.77105586801744,12,True
25,25,5,2,113.32282890739225,126.17262344656218,11.332282890739226,-65.62462074175374,15,True
25,25,10,0,67.6723180373398,81.01518719325502,6.7672318037339805,-38.234860526730984,24,True
25,25,10,1,104.64829692374346,125.72451589101686,10.464829692374346,-54.671115228700195,17,True
25,25,10,2,98.29366137181844,109.24065648245951,9.829366137181845,-55.603323309941466,24,True
25,25,20,0,109.94427650378162,121.85253741932411,10.994427650378162,-67.53726717658158,17,True
25,25,20,1,76.62518004851563,89.38092812325104,7.662518004851563,-37.391952649502265,28,True
25,25,20,2,167.53377571343168,174.46344935773885,16.75337757134317,-103.66844446261531,29,True
25,25,30,0,69.71018570307275,77.67574546022783,6.971018570307275,-37.63230048066883,29,True
25,25,30,1,129.8998979743322,140.68478780437266,12.98998979743322,-79.5931786588782,25,True
25,25,30,2,114.19369092702934,118.6965208282941,11.419369092702933,-60.00155752027851,26,True
25,25,50,0,118.46512378545293,134.3647006413389,11.846512378545293,-66.79614251088515,23,True
25,25,50,1,147.13539725730706,155.9875635907611,14.713539725730707,-90.39459165781807,32,True
25,25,50,2,101.6809681163922,109.69597619908555,10.16809681163922,-52.96987188591268,17,True
25,50,0,0,81.87736866653219,84.32645868753254,8.18773686665322,-44.95831075891341,6,True
25,50,0,1,57.966571364671765,74.8368367368054,5.796657136467177,-33.40797661755332,2,True
25,50,0,2,97.68276862388566,108.00578039431753,9.768276862388566,-56.26672622884054,4,True
25,50,3,0,43.87673861161413,57.014509570286734,4.387673861161413,-20.043973611952623,4,True
25,50,3,1,71.98929558408408,78.73140888220493,7.198929558408407,-35.14292030597551,7,True
25,50,3,2,43.22724872958348,52.537736821461834,4.322724872958348,-23.278618996947788,4,True
25,50,5,0,28.89224699039761,43.099801121197984,2.8892246990397608,-13.846719577434339,1,True
25,50,5,1,49.69840058886349,57.191235411453704,4.96984005888635,-24.62013129258456,8,True
25,50,5,2,42.284760884036736,57.09866858474804,4.228476088403673,-19.152581039914505,4,True
25,50,10,0,40.983861541053514,61.33387093977768,4.098386154105351,-21.78619179849994,5,True
25,50,10,1,39.97167352507465,55.2596252628593,3.997167352507465,-24.27536930246795,7,True
25,50,10,2,46.243950300153834,68.39878098469273,4.624395030015384,-26.250847571827407,9,True
25,50,20,0,57.20676647184251,67.84587918010996,5.720676647184251,-32.934303639565904,5,True
25,50,20,1,31.633448494531336,51.077577371210815,3.1633448494531335,-18.62550562743418,6,True
25,50,20,2,38.24212896267973,51.933765424956896,3.824212896267973,-23.414166978810034,7,True
25,50,30,0,47.194370635740036,64.66583793332731,4.719437063574004,-29.703261942795116,2,True
25,50,30,1,42.79728291643306,49.997952467518175,4.279728291643306,-23.805874651308166,12,True
25,50,30,2,30.40707623692236,48.060921308706284,3.040707623692236,-16.353705150842874,2,True
25,50,50,0,50.83733277641282,64.69186342974504,5.083733277641282,-27.89673886186866,4,True
25,50,50,1,46.510851416394914,56.58875007259466,4.651085141639491,-29.44233388521025,2,True
25,50,50,2,31.119827792027152,54.841556740504174,3.111982779202715,-18.110275693488177,7,True
25,75,0,0,31.486503766305844,40.37846160758036,3.1486503766305844,-16.48001715319802,1,True
25,75,0,1,21.310973351025005,36.74858109416954,2.1310973351025004,-11.39655581387697,0,False
25,75,0,2,28.245957973801985,42.54258835759485,2.8245957973801987,-14.672344596209065,1,True
25,75,3,0,24.428121210217043,39.63961778292069,2.442812121021704,-13.815385915312733,1,True
25,75,3,1,16.58692023553632,33.98765969741801,1.6586920235536318,-8.621707466102112,0,False
25,75,3,2,18.742710731512148,38.87099867058372,1.8742710731512147,-10.04987668823195,1,True
25,75,5,0,13.63498886099661,34.48075863957365,1.363498886099661,-7.698150540309117,0,False
25,75,5,1,28.03070218292816,40.15193533124801,2.8030702182928158,-14.12930811831387,1,True
25,75,5,2,20.32327353576077,37.68893253612656,2.032327353576077,-10.99172722624335,2,True
25,75,10,0,19.133712713554303,37.15156165965746,1.9133712713554303,-9.843008748072242,0,False
25,75,10,1,15.743348640167891,34.85897431900709,1.5743348640167891,-8.750630259235322,0,False
25,75,10,2,16.318815192420253,35.16677732919173,1.6318815192420253,-9.6964664966405,0,False
25,75,20,0,10.276407589681298,37.37599842891864,1.0276407589681298,-5.882118981000101,0,False
25,75,20,1,13.121716380820828,39.64978271751934,1.312171638082083,-7.216406804135409,1,True
25,75,20,2,13.870051632692201,38.31572439934756,1.3870051632692202,-7.39332309937577,0,False
25,75,30,0,12.102196862612832,37.4908565573432,1.2102196862612833,-6.398929099449306,0,False
25,75,30,1,24.896890703722917,38.20079194131026,2.489689070372292,-15.350674590149836,0,False
25,75,30,2,12.513892481612185,36.226225107185186,1.2513892481612185,-6.515172035650155,0,False
25,75,50,0,12.861733011234497,36.60173213707009,1.2861733011234497,-7.356395348337089,1,True
25,75,50,1,22.7373125623847,41.530192783229296,2.27373125623847,-12.981492610914566,2,True
25,75,50,2,24.87840408927723,39.04293198106146,2.487840408927723,-13.013391509321556,1,True
25,100,0,0,13.044261251712882,35.203497881196604,1.3044261251712883,-7.870169667855015,1,True
25,100,0,1,17.156965617378205,34.45684742078913,1.7156965617378206,-8.175407179331925,0,False
25,100,0,2,14.602045579143995,38.59880167203952,1.4602045579143996,-8.898893763323537,1,True
25,100,3,0,11.28620802300144,31.60850681604299,1.1286208023001438,-5.4060200005614645,0,False
25,100,3,1,9.74535892688214,35.226274970050525,0.9745358926882141,-5.3138295789931025,0,False
25,100,3,2,17.604071697199206,33.51413720211451,1.7604071697199206,-9.834777481852477,0,False
25,100,5,0,8.488788404469851,33.82175998760159,0.8488788404469851,-4.681914981487907,0,False
25,100,5,1,14.200934978404284,35.52791661489032,1.4200934978404285,-6.540555783251675,0,False
25,100,5,2,8.893586697531553,31.144194921504422,0.8893586697531554,-5.226359470247038,0,False
25,100,10,0,9.599897650710833,33.11312376196018,0.9599897650710834,-5.401537137808618,0,False
25,100,10,1,10.023132012254191,34.52453863801665,1.002313201225419,-5.835489397960973,0,False
25,100,10,2,11.664442048937637,31.840541087999547,1.1664442048937638,-7.001972521711952,0,False
25,100,20,0,7.457735223266044,33.683026202610186,0.7457735223266044,-4.386635028421809,0,False
25,100,20,1,8.36276344854878,33.43500975756292,0.836276344854878,-4.389313529645754,0,False
25,100,20,2,9.622861327746525,36.25881156088276,0.9622861327746526,-5.856072663150795,0,False
25,100,30,0,7.737786130896996,34.75596859111802,0.7737786130896996,-4.483486785009562,0,False
25,100,30,1,7.087860511984414,33.417194494000825,0.7087860511984414,-3.426890611472903,0,False
25,100,30,2,6.607771213928215,32.15664796739707,0.6607771213928215,-4.109594167545511,0,False
25,100,50,0,9.472562817368424,39.81300988510837,0.9472562817368424,-5.55383915685729,1,True
25,100,50,1,13.282074024248974,38.01901365750808,1.3282074024248973,-7.14061811043923,0,False
25,100,50,2,14.314124297948908,36.68614392999365,1.4314124297948907,-7.425329492534328,0,False
25,150,0,0,4.967338510105025,36.059275148751695,0.4967338510105025,-2.4775317546599678,0,False
25,150,0,1,4.324468071569994,32.05360994397013,0.4324468071569994,-2.38097064900681,0,False
25,150,0,2,4.768316085675386,31.977858970944677,0.47683160856753865,-2.340479114548542,0,False
25,150,3,0,5.65227422716413,39.90408268770251,0.565227422716413,-3.232511213474913,0,False
25,150,3,1,3.113699721476916,37.769421578502616,0.3113699721476916,-1.7599209803656006,0,False
25,150,3,2,4.026657634450287,34.482146507634624,0.4026657634450287,-2.160969410968056,0,False
25,150,5,0,3.256293209372161,38.43981036696239,0.3256293209372161,-2.0130341984683775,0,False
25,150,5,1,4.966021996553064,36.71542245211535,0.4966021996553064,-2.7710478656384785,0,False
25,150,5,2,3.3483704476339575,31.199265645270557,0.33483704476339576,-1.8104399544360967,0,False
25,150,10,0,5.423013857093917,32.62074072997122,0.5423013857093917,-3.1964269774694394,0,False
25,150,10,1,3.3431968480587875,32.14182262531507,0.33431968480587876,-1.9349875992381105,0,False
25,150,10,2,2.5612579603443884,30.23080161791516,0.25612579603443886,-1.3502090481354951,0,False
25,150,20,0,3.7184267109075817,31.63148351398287,0.3718426710907582,-2.2357570886704843,0,False
25,150,20,1,3.5502687244384887,32.005312181353844,0.3550268724438489,-2.2345692347307455,0,False
25,150,20,2,3.1192842461691233,34.25892977562346,0.31192842461691234,-1.7155224425275573,0,False
25,150,30,0,2.9612544859378325,31.49103645317539,0.29612544859378326,-1.4782388224991638,0,False
25,150,30,1,2.0640654175186333,32.884606685173,0.20640654175186332,-1.1272630926684375,0,False
25,150,30,2,2.46228506103047,33.93239837998132,0.246228506103047,-1.382915405166378,0,False
25,150,50,0,3.6548582986103373,33.84434721386131,0.36548582986103373,-2.5212215515612426,0,False
25,150,50,1,2.7035070505518135,35.351768331138366,0.27035070505518133,-1.6165045623904204,0,False
25,150,50,2,3.35895024366146,36.59759076015709,0.335895024366146,-2.0361905297337324,1,True
25,200,0,0,3.160355710465102,34.883198411108566,0.3160355710465102,-1.4145001250684255,0,False
25,200,0,1,4.035097570128683,34.678225293993144,0.40350975701286834,-2.3911470173297027,0,False
25,200,0,2,2.555800298125947,32.82387571742033,0.2555800298125947,-1.3599486426819367,0,False
25,200,3,0,1.1299849433894424,36.12835649818082,0.11299849433894424,-0.6245299461902856,0,False
25,200,3,1,3.45710709732926,35.60473092519017,0.345710709732926,-1.558930725533643,0,False
25,200,3,2,2.75833125295683,32.139913347795286,0.275833125295683,-1.2135955133819356,0,False
25,200,5,0,1.828780476121968,33.63988862891213,0.18287804761219678,-0.9950957733745665,0,False
25,200,5,1,2.8595250889184323,31.052368386521124,0.2859525088918432,-1.633211185311699,0,False
25,200,5,2,2.1104406942232945,33.16561958296599,0.21104406942232945,-1.1149408349513468,0,False
25,200,10,0,1.465034239512268,29.718680140323166,0.14650342395122679,-0.8074405235811573,0,False
25,200,10,1,2.142866373387066,31.435532931967515,0.2142866373387066,-1.0692032410936299,0,False
25,200,10,2,1.861346991308016,36.73018732367049,0.1861346991308016,-1.0863059543678535,0,False
25,200,20,0,1.880517259670541,33.46112025663084,0.1880517259670541,-1.0962171069658915,0,False
25,200,20,1,2.692199521653949,29.492341236871646,0.2692199521653949,-1.556812395175258,0,False
25,200,20,2,1.7198960978720912,32.26235692779498,0.17198960978720912,-0.8670641527738858,0,False
25,200,30,0,1.8450918305910946,36.69113452939709,0.18450918305910946,-1.0557922276277203,0,False
25,200,30,1,2.499127155876847,32.392163560573074,0.24991271558768471,-1.548536018740122,0,False
25,200,30,2,1.4798169524203888,36.978640293536486,0.14798169524203889,-0.7489425815503051,0,False
25,200,50,0,2.954643023889969,35.99606563593343,0.2954643023889969,-1.3274648268914244,0,False
25,200,50,1,2.386664154773529,29.752636759367086,0.23866641547735287,-1.283011522494483,0,False
25,200,50,2,1.5313748562133425,29.575643802047765,0.15313748562133425,-0.842166582097307,0,False
